"athlete_display_name","team_name","team_id","game_date","game_id","fgm","fga","fg3m","fg3a","ftm","fta","reb","ast","stl","blk","to","pts","fpts"
"Spencer Dinwiddie","Mavericks","6",2022-10-27,401468221,4,8,3,5,0,0,3,5,1,0,2,11,27
"Luka Doncic","Mavericks","6",2022-10-27,401468221,14,28,2,6,11,13,11,14,3,0,5,41,82
"Maxi Kleber","Mavericks","6",2022-10-27,401468221,4,5,3,4,4,6,1,1,0,0,1,15,20
"Tim Hardaway Jr.","Mavericks","6",2022-10-27,401468221,6,13,4,8,2,2,2,1,0,2,1,18,31
"Christian Wood","Mavericks","6",2022-10-27,401468221,3,5,2,2,3,4,6,0,0,1,3,11,17
"Josh Green","Mavericks","6",2022-10-27,401468221,3,3,3,3,1,2,4,1,1,0,1,10,23
"Facundo Campazzo","Mavericks","6",2022-10-27,401468221,0,0,0,0,0,0,0,1,1,0,0,0,6
"Kevin Durant","Nets","17",2022-10-27,401468221,12,21,2,5,11,11,3,5,2,1,3,37,61
"Royce O'Neale","Nets","17",2022-10-27,401468221,4,11,2,8,0,0,7,1,1,0,2,10,18
"Nic Claxton","Nets","17",2022-10-27,401468221,3,7,0,1,1,4,6,1,0,0,1,7,9
"Kyrie Irving","Nets","17",2022-10-27,401468221,14,31,5,14,6,6,7,4,3,4,3,39,78
"Ben Simmons","Nets","17",2022-10-27,401468221,3,7,0,0,1,1,8,5,3,0,1,7,34
"Yuta Watanabe","Nets","17",2022-10-27,401468221,2,3,2,2,0,0,4,2,0,1,0,6,21
"David Duke Jr.","Nets","17",2022-10-27,401468221,4,6,0,1,2,2,5,1,0,0,1,10,17
"Patty Mills","Nets","17",2022-10-27,401468221,1,3,1,2,0,0,2,1,0,0,1,3,5
"Edmond Sumner","Nets","17",2022-10-27,401468221,0,4,0,2,6,6,3,0,1,0,1,6,7
"Anthony Davis","Lakers","13",2022-10-27,401468219,11,19,0,1,0,1,14,5,3,2,0,22,68
"LeBron James","Lakers","13",2022-10-27,401468219,8,21,2,8,1,2,7,9,1,0,8,19,28
"Patrick Beverley","Lakers","13",2022-10-27,401468219,1,4,0,2,4,4,4,3,1,0,0,6,18
"Austin Reaves","Lakers","13",2022-10-27,401468219,3,5,2,3,0,0,2,1,0,0,1,8,13
"Lonnie Walker IV","Lakers","13",2022-10-27,401468219,6,14,1,6,2,3,2,1,2,1,1,15,27
"Matt Ryan","Lakers","13",2022-10-27,401468219,2,3,2,3,0,0,1,0,0,0,0,6,10
"Wenyen Gabriel","Lakers","13",2022-10-27,401468219,0,0,0,0,0,0,0,0,0,0,0,0,0
"Troy Brown Jr.","Lakers","13",2022-10-27,401468219,3,8,0,3,0,0,5,4,1,0,1,6,19
"Juan Toscano-Anderson","Lakers","13",2022-10-27,401468219,1,2,0,0,0,0,3,0,0,0,0,2,5
"Damian Jones","Lakers","13",2022-10-27,401468219,1,2,0,0,2,4,4,0,0,1,0,4,10
"Kendrick Nunn","Lakers","13",2022-10-27,401468219,4,12,1,4,0,0,4,1,0,0,3,9,6
"Max Christie","Lakers","13",2022-10-27,401468219,0,0,0,0,2,2,1,1,0,0,0,2,5
"Aaron Gordon","Nuggets","7",2022-10-27,401468219,2,8,0,3,2,4,9,5,0,2,0,6,27
"Bruce Brown","Nuggets","7",2022-10-27,401468219,7,12,4,6,0,0,5,4,2,0,0,18,45
"Nikola Jokic","Nuggets","7",2022-10-27,401468219,12,17,0,4,7,7,13,9,4,0,3,31,79
"Jamal Murray","Nuggets","7",2022-10-27,401468219,6,15,1,7,0,0,4,6,2,0,4,13,27
"Kentavious Caldwell-Pope","Nuggets","7",2022-10-27,401468219,4,7,3,5,2,2,4,1,1,0,0,13,27
"Jeff Green","Nuggets","7",2022-10-27,401468219,3,8,0,2,4,4,4,3,2,0,0,10,26
"Zeke Nnaji","Nuggets","7",2022-10-27,401468219,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jack White","Nuggets","7",2022-10-27,401468219,0,0,0,0,0,0,0,0,1,0,0,0,4
"Peyton Watson","Nuggets","7",2022-10-27,401468219,1,2,0,0,0,0,0,0,0,0,0,2,2
"Vlatko Cancar","Nuggets","7",2022-10-27,401468219,0,0,0,0,0,0,0,0,0,0,1,0,-2
"DeAndre Jordan","Nuggets","7",2022-10-27,401468219,1,1,0,0,0,0,5,0,0,1,1,2,10
"Ish Smith","Nuggets","7",2022-10-27,401468219,0,2,0,0,0,0,1,1,0,1,0,0,5
"Bones Hyland","Nuggets","7",2022-10-27,401468219,2,12,1,5,1,2,3,5,0,1,1,6,13
"Davon Reed","Nuggets","7",2022-10-27,401468219,0,2,0,1,0,0,1,0,0,0,0,0,-1
"Christian Braun","Nuggets","7",2022-10-27,401468219,4,6,0,1,1,2,5,0,0,0,1,9,13
"Jimmy Butler","Heat","14",2022-10-27,401468220,7,15,0,3,3,4,5,5,2,0,1,17,36
"Caleb Martin","Heat","14",2022-10-27,401468220,7,8,2,2,0,0,8,3,4,0,2,16,50
"Bam Adebayo","Heat","14",2022-10-27,401468220,6,11,0,1,6,7,8,3,1,0,3,18,30
"Kyle Lowry","Heat","14",2022-10-27,401468220,5,8,5,7,2,3,2,6,1,1,3,17,39
"Tyler Herro","Heat","14",2022-10-27,401468220,5,13,3,8,1,1,4,4,0,0,1,14,24
"Udonis Haslem","Heat","14",2022-10-27,401468220,0,1,0,0,0,0,1,0,0,1,0,0,4
"Duncan Robinson","Heat","14",2022-10-27,401468220,2,7,1,5,0,0,3,3,0,0,1,5,10
"Haywood Highsmith","Heat","14",2022-10-27,401468220,1,1,0,0,0,0,1,0,1,0,0,2,8
"Nikola Jovic","Heat","14",2022-10-27,401468220,1,3,0,1,0,0,2,0,1,0,1,2,5
"Dewayne Dedmon","Heat","14",2022-10-27,401468220,1,1,0,0,0,0,1,0,0,0,0,2,4
"Gabe Vincent","Heat","14",2022-10-27,401468220,2,5,0,2,4,4,1,7,0,0,1,8,20
"Max Strus","Heat","14",2022-10-27,401468220,6,11,4,7,0,0,9,3,2,0,3,16,38
"Dru Smith","Heat","14",2022-10-27,401468220,1,3,0,2,0,0,1,0,1,0,0,2,6
"Jerami Grant","Trail Blazers","22",2022-10-27,401468220,4,10,1,5,2,5,3,4,0,0,3,11,12
"Jusuf Nurkic","Trail Blazers","22",2022-10-27,401468220,2,7,0,1,3,4,9,1,1,1,1,7,20
"Damian Lillard","Trail Blazers","22",2022-10-27,401468220,6,13,4,11,6,6,2,2,1,0,4,22,27
"Josh Hart","Trail Blazers","22",2022-10-27,401468220,3,4,1,1,3,3,6,6,3,1,2,10,43
"Anfernee Simons","Trail Blazers","22",2022-10-27,401468220,5,12,3,8,1,1,2,0,0,0,3,14,11
"Justise Winslow","Trail Blazers","22",2022-10-27,401468220,4,9,1,3,0,0,1,3,1,1,0,9,24
"Drew Eubanks","Trail Blazers","22",2022-10-27,401468220,1,3,0,0,0,0,0,1,0,0,0,2,3
"Greg Brown III","Trail Blazers","22",2022-10-27,401468220,1,2,0,0,0,2,0,0,1,1,1,2,6
"Jabari Walker","Trail Blazers","22",2022-10-27,401468220,1,1,0,0,0,0,3,2,0,0,0,2,10
"Nassir Little","Trail Blazers","22",2022-10-27,401468220,1,3,0,2,0,0,1,0,1,0,1,2,4
"Keon Johnson","Trail Blazers","22",2022-10-27,401468220,1,2,0,1,0,0,3,1,0,0,2,2,3
"Shaedon Sharpe","Trail Blazers","22",2022-10-27,401468220,5,12,2,5,3,5,8,0,1,0,2,15,21
"Jabari Smith Jr.","Rockets","10",2022-10-27,401468218,3,10,2,6,2,4,9,0,1,0,2,10,15
"Jae'Sean Tate","Rockets","10",2022-10-27,401468218,3,5,1,1,0,0,5,1,0,0,2,7,12
"Eric Gordon","Rockets","10",2022-10-27,401468218,6,12,2,7,2,3,2,3,2,0,1,16,31
"Kevin Porter Jr.","Rockets","10",2022-10-27,401468218,10,22,0,4,4,4,5,5,1,1,5,24,35
"Jalen Green","Rockets","10",2022-10-27,401468218,6,20,2,9,3,4,7,2,1,1,2,17,25
"Usman Garuba","Rockets","10",2022-10-27,401468218,1,1,0,0,0,0,5,0,0,0,2,2,4
"Kenyon Martin Jr.","Rockets","10",2022-10-27,401468218,3,9,0,2,5,7,10,3,0,0,1,11,20
"Tari Eason","Rockets","10",2022-10-27,401468218,1,7,1,4,0,0,6,1,1,0,0,3,11
"Boban Marjanovic","Rockets","10",2022-10-27,401468218,0,0,0,0,0,0,0,0,0,0,0,0,0
"Garrison Mathews","Rockets","10",2022-10-27,401468218,3,5,3,5,2,2,0,1,1,0,0,11,21
"Daishen Nix","Rockets","10",2022-10-27,401468218,0,3,0,2,0,0,0,3,0,0,4,0,-5
"Kelly Olynyk","Jazz","26",2022-10-27,401468218,1,8,0,2,2,6,8,6,1,0,4,4,10
"Lauri Markkanen","Jazz","26",2022-10-27,401468218,10,15,1,4,3,4,9,3,0,1,4,24,40
"Jarred Vanderbilt","Jazz","26",2022-10-27,401468218,3,7,0,1,0,0,8,2,0,0,1,6,15
"Mike Conley","Jazz","26",2022-10-27,401468218,4,11,3,8,2,4,3,5,1,0,3,13,22
"Jordan Clarkson","Jazz","26",2022-10-27,401468218,6,14,5,10,3,4,6,5,2,1,0,20,50
"Simone Fontecchio","Jazz","26",2022-10-27,401468218,0,2,0,2,0,0,1,0,0,0,0,0,-1
"Rudy Gay","Jazz","26",2022-10-27,401468218,2,6,0,3,2,2,6,1,0,1,0,6,16
"Walker Kessler","Jazz","26",2022-10-27,401468218,0,1,0,0,4,4,1,1,0,1,1,4,8
"Collin Sexton","Jazz","26",2022-10-27,401468218,2,3,0,1,0,1,0,0,1,0,1,4,6
"Malik Beasley","Jazz","26",2022-10-27,401468218,5,12,2,7,2,2,4,1,4,1,1,14,38
"Talen Horton-Tucker","Jazz","26",2022-10-27,401468218,5,11,2,7,2,3,7,4,2,0,0,14,37
"Jalen Smith","Pacers","11",2022-10-27,401468216,6,10,3,5,0,0,9,2,0,2,2,15,37
"Aaron Nesmith","Pacers","11",2022-10-27,401468216,4,6,1,3,0,0,3,2,0,1,2,9,19
"Myles Turner","Pacers","11",2022-10-27,401468216,1,7,0,4,3,3,6,2,1,4,2,5,26
"Tyrese Haliburton","Pacers","11",2022-10-27,401468216,6,15,2,6,3,4,4,11,1,1,6,17,37
"Buddy Hield","Pacers","11",2022-10-27,401468216,8,16,7,12,2,3,3,4,0,0,2,25,38
"Terry Taylor","Pacers","11",2022-10-27,401468216,0,0,0,0,0,0,0,0,0,1,0,0,4
"Isaiah Jackson","Pacers","11",2022-10-27,401468216,4,4,0,0,0,2,7,1,0,1,0,8,23
"T.J. McConnell","Pacers","11",2022-10-27,401468216,0,5,0,0,0,0,0,2,0,1,0,0,3
"Andrew Nembhard","Pacers","11",2022-10-27,401468216,1,1,1,1,0,0,1,2,1,0,0,3,14
"Chris Duarte","Pacers","11",2022-10-27,401468216,4,11,2,6,2,2,3,1,0,1,0,12,20
"Bennedict Mathurin","Pacers","11",2022-10-27,401468216,3,11,0,3,9,10,2,4,2,0,2,15,23
"Patrick Williams","Bulls","4",2022-10-27,401468216,4,5,2,2,0,0,0,2,2,0,2,10,23
"DeMar DeRozan","Bulls","4",2022-10-27,401468216,6,14,0,1,5,5,1,6,0,0,3,17,22
"Nikola Vucevic","Bulls","4",2022-10-27,401468216,5,10,1,3,3,3,7,4,0,0,2,14,26
"Zach LaVine","Bulls","4",2022-10-27,401468216,6,13,6,8,10,12,6,5,1,0,5,28,41
"Ayo Dosunmu","Bulls","4",2022-10-27,401468216,4,9,0,2,4,4,4,7,2,1,1,12,39
"Malcolm Hill","Bulls","4",2022-10-27,401468216,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dalen Terry","Bulls","4",2022-10-27,401468216,0,0,0,0,0,0,0,0,0,1,1,0,2
"Javonte Green","Bulls","4",2022-10-27,401468216,4,6,0,1,0,0,4,1,1,0,0,8,20
"Derrick Jones Jr.","Bulls","4",2022-10-27,401468216,0,3,0,1,0,0,2,0,0,0,0,0,-1
"Andre Drummond","Bulls","4",2022-10-27,401468216,4,8,0,0,0,0,13,1,0,1,0,8,27
"Goran Dragic","Bulls","4",2022-10-27,401468216,5,9,3,3,0,0,2,5,0,0,2,13,25
"Coby White","Bulls","4",2022-10-27,401468216,2,6,2,6,0,0,3,0,1,0,0,6,13
"Alex Caruso","Bulls","4",2022-10-27,401468216,3,4,2,3,0,0,2,3,3,2,1,8,38
"Jeremy Sochan","Spurs","24",2022-10-27,401468217,5,13,2,6,0,0,1,2,1,1,1,12,22
"Keldon Johnson","Spurs","24",2022-10-27,401468217,9,20,5,10,4,4,4,3,0,0,3,27,34
"Jakob Poeltl","Spurs","24",2022-10-27,401468217,5,8,0,0,2,4,10,4,0,0,2,12,26
"Tre Jones","Spurs","24",2022-10-27,401468217,3,12,1,3,6,6,7,3,1,0,1,13,23
"Josh Richardson","Spurs","24",2022-10-27,401468217,4,8,3,6,0,0,3,10,2,1,0,11,49
"Isaiah Roby","Spurs","24",2022-10-27,401468217,1,3,0,1,0,0,3,0,0,0,1,2,2
"Zach Collins","Spurs","24",2022-10-27,401468217,2,4,1,2,2,2,4,5,1,0,3,7,20
"Doug McDermott","Spurs","24",2022-10-27,401468217,6,14,4,8,3,3,3,3,0,0,1,19,28
"Keita Bates-Diop","Spurs","24",2022-10-27,401468217,6,9,0,0,3,3,4,1,1,0,3,15,22
"Gorgui Dieng","Spurs","24",2022-10-27,401468217,0,0,0,0,0,0,1,2,0,0,0,0,5
"Romeo Langford","Spurs","24",2022-10-27,401468217,2,4,0,0,0,0,1,1,0,0,1,4,5
"Jaden McDaniels","Timberwolves","16",2022-10-27,401468217,8,9,4,5,0,0,3,1,2,3,1,20,54
"Rudy Gobert","Timberwolves","16",2022-10-27,401468217,4,6,0,0,2,4,9,1,1,1,2,10,25
"Karl-Anthony Towns","Timberwolves","16",2022-10-27,401468217,9,14,3,5,0,0,4,7,2,1,3,21,52
"D'Angelo Russell","Timberwolves","16",2022-10-27,401468217,5,10,1,4,1,4,2,9,0,1,4,12,26
"Anthony Edwards","Timberwolves","16",2022-10-27,401468217,12,21,7,12,3,4,3,9,2,0,5,34,62
"Taurean Prince","Timberwolves","16",2022-10-27,401468217,2,2,2,2,0,0,2,2,0,0,1,6,14
"Naz Reid","Timberwolves","16",2022-10-27,401468217,1,1,0,0,0,0,2,1,1,0,0,2,11
"Jordan McLaughlin","Timberwolves","16",2022-10-27,401468217,2,4,0,1,2,2,1,5,1,0,0,6,21
"Jaylen Nowell","Timberwolves","16",2022-10-27,401468217,9,13,3,5,2,2,4,2,0,0,0,23,39
"P.J. Washington","Hornets","30",2022-10-26,401468213,5,14,4,8,3,4,5,1,1,0,2,17,23
"Gordon Hayward","Hornets","30",2022-10-26,401468213,8,18,1,3,4,6,9,4,0,1,5,21,29
"Mason Plumlee","Hornets","30",2022-10-26,401468213,2,3,0,0,4,6,7,4,1,1,2,8,26
"Dennis Smith Jr.","Hornets","30",2022-10-26,401468213,7,16,0,3,0,2,3,11,2,0,1,14,41
"Kelly Oubre Jr.","Hornets","30",2022-10-26,401468213,7,18,1,6,2,3,5,0,2,1,2,17,26
"Jalen McDaniels","Hornets","30",2022-10-26,401468213,6,10,3,3,2,2,6,2,1,1,1,17,38
"JT Thor","Hornets","30",2022-10-26,401468213,1,2,0,1,0,0,1,0,0,1,0,2,7
"Nick Richards","Hornets","30",2022-10-26,401468213,2,2,0,0,3,4,4,2,0,0,0,7,16
"Theo Maledon","Hornets","30",2022-10-26,401468213,6,7,2,2,1,1,0,4,1,0,1,15,32
"James Bouknight","Hornets","30",2022-10-26,401468213,5,9,2,5,1,2,2,3,1,0,1,13,25
"Bryce McGowens","Hornets","30",2022-10-26,401468213,0,0,0,0,0,0,0,0,0,0,0,0,0
"Julius Randle","Knicks","18",2022-10-26,401468213,7,19,0,2,3,4,6,2,2,1,1,17,31
"Mitchell Robinson","Knicks","18",2022-10-26,401468213,4,4,0,0,1,2,8,1,0,6,0,9,46
"Jalen Brunson","Knicks","18",2022-10-26,401468213,10,15,2,5,5,5,7,13,1,1,3,27,69
"Evan Fournier","Knicks","18",2022-10-26,401468213,6,11,2,6,0,0,3,2,1,0,2,14,24
"RJ Barrett","Knicks","18",2022-10-26,401468213,9,21,0,5,4,4,8,1,0,1,4,22,25
"Obi Toppin","Knicks","18",2022-10-26,401468213,3,6,3,4,0,0,3,2,0,0,0,9,19
"Cam Reddish","Knicks","18",2022-10-26,401468213,1,3,1,2,2,2,3,0,0,1,2,5,8
"Isaiah Hartenstein","Knicks","18",2022-10-26,401468213,4,5,0,1,0,0,3,0,1,1,0,8,22
"Derrick Rose","Knicks","18",2022-10-26,401468213,5,7,1,2,1,1,2,2,0,0,1,12,20
"Immanuel Quickley","Knicks","18",2022-10-26,401468213,3,6,2,3,3,4,3,3,0,0,3,11,15
"P.J. Tucker","76ers","20",2022-10-26,401468214,3,10,2,5,0,0,4,0,0,0,1,8,8
"Tobias Harris","76ers","20",2022-10-26,401468214,1,5,1,3,0,0,8,6,1,0,1,3,23
"Joel Embiid","76ers","20",2022-10-26,401468214,12,17,2,4,5,7,5,3,0,0,2,31,45
"Tyrese Maxey","76ers","20",2022-10-26,401468214,12,21,4,8,3,4,5,6,2,1,4,31,58
"James Harden","76ers","20",2022-10-26,401468214,5,12,3,6,5,6,7,9,0,1,3,18,41
"Georges Niang","76ers","20",2022-10-26,401468214,1,4,1,4,0,0,1,0,0,0,1,3,1
"Danuel House Jr.","76ers","20",2022-10-26,401468214,1,3,1,2,0,0,0,0,0,0,0,3,3
"Paul Reed","76ers","20",2022-10-26,401468214,0,0,0,0,0,0,0,0,0,0,0,0,0
"Montrezl Harrell","76ers","20",2022-10-26,401468214,0,0,0,0,0,2,1,0,0,0,0,0,-1
"De'Anthony Melton","76ers","20",2022-10-26,401468214,5,7,2,4,0,0,3,5,3,0,0,12,42
"Pascal Siakam","Raptors","28",2022-10-26,401468214,7,16,4,8,2,4,5,13,0,0,1,20,49
"O.G. Anunoby","Raptors","28",2022-10-26,401468214,6,10,1,3,2,2,2,1,3,0,1,15,32
"Scottie Barnes","Raptors","28",2022-10-26,401468214,6,11,1,4,3,3,10,5,1,0,0,16,42
"Fred VanVleet","Raptors","28",2022-10-26,401468214,5,12,2,5,3,3,6,8,2,3,2,15,53
"Gary Trent Jr.","Raptors","28",2022-10-26,401468214,11,16,5,10,0,0,0,0,2,0,2,27,42
"Chris Boucher","Raptors","28",2022-10-26,401468214,5,9,2,4,1,2,4,0,0,0,1,13,17
"Precious Achiuwa","Raptors","28",2022-10-26,401468214,3,7,1,3,0,0,6,4,0,0,2,7,17
"Christian Koloko","Raptors","28",2022-10-26,401468214,2,2,0,0,0,0,4,0,1,1,0,4,18
"Khem Birch","Raptors","28",2022-10-26,401468214,0,0,0,0,0,0,1,0,0,1,0,0,5
"Dalano Banton","Raptors","28",2022-10-26,401468214,1,1,0,0,0,0,1,1,0,0,0,2,6
"Kevin Durant","Nets","17",2022-10-26,401468215,10,23,1,4,12,13,6,3,0,2,5,33,40
"Royce O'Neale","Nets","17",2022-10-26,401468215,4,13,4,9,0,0,0,0,2,0,2,12,15
"Nic Claxton","Nets","17",2022-10-26,401468215,1,4,0,0,1,2,8,1,0,2,1,3,16
"Kyrie Irving","Nets","17",2022-10-26,401468215,9,21,0,7,9,10,9,1,1,0,1,27,36
"Ben Simmons","Nets","17",2022-10-26,401468215,2,7,0,0,0,2,5,9,2,1,2,4,30
"Joe Harris","Nets","17",2022-10-26,401468215,1,5,1,3,0,0,4,2,0,0,0,3,9
"Yuta Watanabe","Nets","17",2022-10-26,401468215,2,2,1,1,0,0,1,0,0,0,0,5,9
"Kessler Edwards","Nets","17",2022-10-26,401468215,0,0,0,0,0,0,0,0,0,0,0,0,0
"Day'Ron Sharpe","Nets","17",2022-10-26,401468215,1,3,0,0,1,2,3,3,1,1,2,3,14
"Patty Mills","Nets","17",2022-10-26,401468215,0,2,0,2,0,0,1,3,0,0,1,0,3
"Edmond Sumner","Nets","17",2022-10-26,401468215,4,6,0,1,1,1,0,1,1,0,0,9,17
"Cam Thomas","Nets","17",2022-10-26,401468215,0,0,0,0,0,0,0,0,0,0,0,0,0
"Giannis Antetokounmpo","Bucks","15",2022-10-26,401468215,16,25,1,4,10,14,14,5,1,3,7,43,73
"Brook Lopez","Bucks","15",2022-10-26,401468215,3,10,1,5,0,0,6,1,0,6,2,7,32
"Jrue Holiday","Bucks","15",2022-10-26,401468215,5,18,1,6,4,5,7,4,2,1,5,15,24
"Jevon Carter","Bucks","15",2022-10-26,401468215,1,1,0,0,0,0,2,1,2,0,1,2,13
"Grayson Allen","Bucks","15",2022-10-26,401468215,1,8,1,6,2,2,5,4,0,0,1,5,11
"Bobby Portis","Bucks","15",2022-10-26,401468215,8,14,3,6,1,2,11,0,2,2,0,20,51
"Jordan Nwora","Bucks","15",2022-10-26,401468215,1,2,1,1,0,0,6,1,0,0,0,3,12
"George Hill","Bucks","15",2022-10-26,401468215,2,3,0,1,4,4,3,4,1,0,1,8,22
"Wesley Matthews","Bucks","15",2022-10-26,401468215,2,7,2,7,1,2,0,1,0,0,1,7,5
"Paolo Banchero","Magic","19",2022-10-26,401468211,10,19,3,5,6,8,8,4,1,2,3,29,53
"Franz Wagner","Magic","19",2022-10-26,401468211,10,20,0,4,2,3,5,5,1,1,5,22,34
"Wendell Carter Jr.","Magic","19",2022-10-26,401468211,4,9,0,3,4,4,8,1,0,0,3,12,15
"Cole Anthony","Magic","19",2022-10-26,401468211,2,10,1,5,4,4,6,5,0,1,3,9,18
"Terrence Ross","Magic","19",2022-10-26,401468211,3,10,1,3,0,0,2,2,2,0,0,7,18
"Chuma Okeke","Magic","19",2022-10-26,401468211,0,1,0,1,0,0,0,1,0,0,0,0,1
"Caleb Houstan","Magic","19",2022-10-26,401468211,1,1,0,0,0,0,0,0,1,0,0,2,7
"Mo Bamba","Magic","19",2022-10-26,401468211,1,1,0,0,0,0,1,0,0,0,0,2,4
"Bol Bol","Magic","19",2022-10-26,401468211,4,7,1,2,0,2,10,1,0,2,0,9,29
"Kevon Harris","Magic","19",2022-10-26,401468211,0,3,0,1,0,0,3,0,1,0,2,0,0
"Dean Wade","Cavaliers","5",2022-10-26,401468211,4,7,4,7,0,0,3,0,1,0,0,12,24
"Evan Mobley","Cavaliers","5",2022-10-26,401468211,9,15,0,0,2,4,3,3,1,1,3,20,32
"Jarrett Allen","Cavaliers","5",2022-10-26,401468211,7,11,0,0,4,5,16,1,1,1,1,18,44
"Caris LeVert","Cavaliers","5",2022-10-26,401468211,3,12,3,7,3,6,2,6,1,0,5,12,14
"Donovan Mitchell","Cavaliers","5",2022-10-26,401468211,5,19,1,7,3,4,4,8,2,0,1,14,31
"Kevin Love","Cavaliers","5",2022-10-26,401468211,1,7,0,5,2,2,7,4,0,0,1,4,12
"Cedi Osman","Cavaliers","5",2022-10-26,401468211,5,12,1,5,3,5,7,3,0,1,1,14,26
"Isaac Okoro","Cavaliers","5",2022-10-26,401468211,1,2,0,1,0,0,1,0,0,0,0,2,3
"Raul Neto","Cavaliers","5",2022-10-26,401468211,1,2,1,1,4,4,0,0,0,0,0,7,8
"John Collins","Hawks","1",2022-10-26,401468212,9,14,0,1,1,1,11,0,1,4,4,19,46
"De'Andre Hunter","Hawks","1",2022-10-26,401468212,7,10,2,3,1,3,3,1,0,0,2,17,22
"Clint Capela","Hawks","1",2022-10-26,401468212,3,8,0,0,0,0,10,2,1,4,1,6,36
"Trae Young","Hawks","1",2022-10-26,401468212,9,21,1,7,16,17,3,6,1,0,1,35,49
"Dejounte Murray","Hawks","1",2022-10-26,401468212,5,18,2,6,2,4,8,8,2,2,2,14,42
"Onyeka Okongwu","Hawks","1",2022-10-26,401468212,5,5,0,0,0,0,3,0,1,1,0,10,26
"Justin Holiday","Hawks","1",2022-10-26,401468212,1,3,0,1,0,0,3,3,0,0,1,2,8
"Jalen Johnson","Hawks","1",2022-10-26,401468212,2,4,1,2,0,0,3,0,0,0,0,5,9
"Aaron Holiday","Hawks","1",2022-10-26,401468212,4,8,2,2,0,0,2,2,0,1,1,10,20
"Bojan Bogdanovic","Pistons","8",2022-10-26,401468212,12,21,6,12,3,4,2,3,0,0,2,33,45
"Saddiq Bey","Pistons","8",2022-10-26,401468212,6,11,2,4,3,6,4,0,0,0,2,17,17
"Isaiah Stewart","Pistons","8",2022-10-26,401468212,2,6,0,4,3,4,9,0,0,1,0,7,17
"Cory Joseph","Pistons","8",2022-10-26,401468212,0,3,0,1,2,2,3,6,0,0,0,2,14
"Cade Cunningham","Pistons","8",2022-10-26,401468212,11,25,1,3,3,4,8,6,1,2,7,26,41
"Isaiah Livers","Pistons","8",2022-10-26,401468212,4,7,4,6,0,0,2,3,1,1,0,12,33
"Kevin Knox II","Pistons","8",2022-10-26,401468212,0,0,0,0,0,0,1,0,0,0,0,0,1
"Jalen Duren","Pistons","8",2022-10-26,401468212,3,4,0,0,1,2,9,0,0,1,1,7,19
"Killian Hayes","Pistons","8",2022-10-26,401468212,2,6,1,2,0,0,1,4,1,1,0,5,21
"Hamidou Diallo","Pistons","8",2022-10-26,401468212,2,8,0,0,0,0,1,1,1,0,1,4,5
"Draymond Green","Warriors","9",2022-10-26,401468210,7,10,0,1,0,0,8,5,3,0,5,14,38
"Andrew Wiggins","Warriors","9",2022-10-26,401468210,7,17,2,7,0,0,6,3,1,1,0,16,35
"Kevon Looney","Warriors","9",2022-10-26,401468210,3,3,0,0,0,0,4,3,0,0,1,6,17
"Stephen Curry","Warriors","9",2022-10-26,401468210,7,17,4,9,3,5,7,8,1,0,1,21,45
"Klay Thompson","Warriors","9",2022-10-26,401468210,1,8,0,5,0,0,0,2,0,1,0,2,4
"Jonathan Kuminga","Warriors","9",2022-10-26,401468210,1,4,0,1,2,2,3,0,0,0,1,4,3
"JaMychal Green","Warriors","9",2022-10-26,401468210,0,2,0,2,0,0,3,0,1,0,2,0,1
"James Wiseman","Warriors","9",2022-10-26,401468210,5,8,0,0,2,2,3,0,0,2,0,12,25
"Ty Jerome","Warriors","9",2022-10-26,401468210,0,1,0,1,0,0,1,2,0,0,0,0,4
"Jordan Poole","Warriors","9",2022-10-26,401468210,6,12,2,5,3,4,2,5,0,0,1,17,28
"Moses Moody","Warriors","9",2022-10-26,401468210,4,9,2,4,3,4,3,0,1,3,2,13,28
"Cameron Johnson","Suns","21",2022-10-26,401468210,3,11,1,6,2,4,5,2,0,0,0,9,12
"Mikal Bridges","Suns","21",2022-10-26,401468210,7,8,0,0,3,3,6,2,1,2,1,17,43
"Deandre Ayton","Suns","21",2022-10-26,401468210,6,14,0,1,4,4,14,4,1,0,4,16,32
"Chris Paul","Suns","21",2022-10-26,401468210,5,10,4,5,2,2,7,9,1,0,2,16,45
"Devin Booker","Suns","21",2022-10-26,401468210,10,19,3,8,11,14,2,7,3,0,3,34,57
"Torrey Craig","Suns","21",2022-10-26,401468210,3,4,2,3,0,0,2,0,1,0,0,8,18
"Josh Okogie","Suns","21",2022-10-26,401468210,1,1,0,0,0,0,0,0,0,0,0,2,3
"Jock Landale","Suns","21",2022-10-26,401468210,6,12,1,4,4,5,7,0,0,2,1,17,30
"Cameron Payne","Suns","21",2022-10-26,401468210,3,6,0,0,2,2,4,5,0,0,1,8,20
"Damion Lee","Suns","21",2022-10-26,401468210,2,5,1,2,0,0,1,1,0,0,0,5,8
"Landry Shamet","Suns","21",2022-10-26,401468210,1,2,0,0,0,0,0,1,1,0,1,2,6
"Nicolas Batum","Clippers","12",2022-10-26,401468209,2,4,2,3,2,2,4,1,0,1,0,8,20
"Norman Powell","Clippers","12",2022-10-26,401468209,3,10,0,5,1,2,2,2,0,0,4,7,0
