"athlete_display_name","team_name","team_id","game_date","game_id","fgm","fga","fg3m","fg3a","ftm","fta","reb","ast","stl","blk","to","pts","fpts"
"Dorian Finney-Smith","Mavericks","6",2022-12-02,401468480,2,5,2,4,0,0,2,2,1,0,1,6,15
"Tim Hardaway Jr.","Mavericks","6",2022-12-02,401468480,9,20,6,14,2,4,5,2,2,1,0,26,49
"Dwight Powell","Mavericks","6",2022-12-02,401468480,3,3,0,0,1,4,1,0,0,1,4,7,4
"Spencer Dinwiddie","Mavericks","6",2022-12-02,401468480,0,2,0,1,2,4,0,6,0,1,1,2,12
"Luka Doncic","Mavericks","6",2022-12-02,401468480,13,25,7,14,2,6,5,10,3,0,3,35,70
"Maxi Kleber","Mavericks","6",2022-12-02,401468480,4,8,2,5,0,0,3,1,0,4,1,10,31
"Davis Bertans","Mavericks","6",2022-12-02,401468480,0,1,0,1,2,3,0,0,0,0,0,2,0
"Reggie Bullock","Mavericks","6",2022-12-02,401468480,2,4,1,3,1,2,4,0,1,0,0,6,14
"Christian Wood","Mavericks","6",2022-12-02,401468480,10,13,1,2,4,6,8,3,0,0,2,25,41
"Josh Green","Mavericks","6",2022-12-02,401468480,3,5,0,2,0,0,2,1,1,0,1,6,13
"Marvin Bagley III","Pistons","8",2022-12-02,401468480,7,10,1,2,4,6,13,2,1,0,1,19,41
"Isaiah Livers","Pistons","8",2022-12-02,401468480,2,2,2,2,0,0,0,0,0,0,1,6,8
"Bojan Bogdanovic","Pistons","8",2022-12-02,401468480,10,14,5,6,5,6,4,4,2,0,2,30,56
"Isaiah Stewart","Pistons","8",2022-12-02,401468480,4,12,1,4,0,0,12,3,0,0,1,9,22
"Killian Hayes","Pistons","8",2022-12-02,401468480,10,13,2,4,0,0,4,8,0,0,2,22,47
"Kevin Knox II","Pistons","8",2022-12-02,401468480,1,1,0,0,0,0,2,1,1,0,0,2,11
"Saddiq Bey","Pistons","8",2022-12-02,401468480,2,7,1,3,1,2,5,1,0,0,0,6,10
"Jalen Duren","Pistons","8",2022-12-02,401468480,5,7,0,0,1,4,2,0,2,0,1,11,19
"Cory Joseph","Pistons","8",2022-12-02,401468480,0,2,0,1,0,0,1,3,0,0,1,0,3
"Jaden Ivey","Pistons","8",2022-12-02,401468480,6,15,2,7,2,4,3,6,1,0,4,16,24
"Alec Burks","Pistons","8",2022-12-02,401468480,4,11,1,6,1,2,6,1,2,0,0,10,23
"Justise Winslow","Trail Blazers","22",2022-12-01,401468479,9,11,3,3,0,0,5,4,0,0,3,21,38
"Trendon Watford","Trail Blazers","22",2022-12-01,401468479,4,6,0,1,2,2,10,1,0,0,2,10,20
"Jerami Grant","Trail Blazers","22",2022-12-01,401468479,10,23,2,5,5,6,4,5,2,1,0,27,51
"Jusuf Nurkic","Trail Blazers","22",2022-12-01,401468479,2,8,0,1,4,6,10,1,1,1,2,8,18
"Anfernee Simons","Trail Blazers","22",2022-12-01,401468479,9,22,2,7,2,2,4,8,1,0,0,22,44
"Drew Eubanks","Trail Blazers","22",2022-12-01,401468479,0,0,0,0,3,4,3,2,0,1,0,3,13
"Greg Brown III","Trail Blazers","22",2022-12-01,401468479,0,4,0,2,0,0,1,0,0,2,1,0,3
"Jabari Walker","Trail Blazers","22",2022-12-01,401468479,1,4,0,1,0,0,5,0,0,0,1,2,3
"John Butler Jr.","Trail Blazers","22",2022-12-01,401468479,0,0,0,0,0,0,0,0,0,0,0,0,0
"Shaedon Sharpe","Trail Blazers","22",2022-12-01,401468479,7,12,1,4,1,1,3,0,0,0,1,16,20
"Anthony Davis","Lakers","13",2022-12-01,401468479,9,17,1,2,8,9,12,1,1,3,2,27,54
"LeBron James","Lakers","13",2022-12-01,401468479,12,18,6,8,1,3,7,8,0,1,2,31,64
"Patrick Beverley","Lakers","13",2022-12-01,401468479,2,7,1,5,0,0,4,0,1,1,0,5,15
"Dennis Schroder","Lakers","13",2022-12-01,401468479,3,7,0,0,0,1,1,5,0,0,2,6,11
"Austin Reaves","Lakers","13",2022-12-01,401468479,7,10,2,5,6,8,5,3,1,1,0,22,45
"Matt Ryan","Lakers","13",2022-12-01,401468479,0,1,0,1,0,0,0,0,0,0,0,0,-1
"Wenyen Gabriel","Lakers","13",2022-12-01,401468479,2,2,0,0,2,2,4,0,1,0,0,6,16
"Juan Toscano-Anderson","Lakers","13",2022-12-01,401468479,0,0,0,0,0,0,1,1,0,0,0,0,3
"Damian Jones","Lakers","13",2022-12-01,401468479,0,0,0,0,0,0,1,0,0,0,0,0,1
"Thomas Bryant","Lakers","13",2022-12-01,401468479,6,9,1,3,1,1,6,3,0,0,0,14,30
"Russell Westbrook","Lakers","13",2022-12-01,401468479,4,14,2,6,0,2,5,4,1,0,0,10,21
"Kendrick Nunn","Lakers","13",2022-12-01,401468479,2,6,0,2,0,0,1,2,0,0,1,4,5
"Max Christie","Lakers","13",2022-12-01,401468479,1,6,1,5,0,0,1,1,0,0,0,3,3
"Jalen Smith","Pacers","11",2022-12-01,401468478,8,10,4,5,2,3,6,0,0,1,1,22,39
"Myles Turner","Pacers","11",2022-12-01,401468478,2,9,0,3,0,2,6,0,0,3,1,4,13
"Andrew Nembhard","Pacers","11",2022-12-01,401468478,3,7,0,3,0,0,2,4,0,0,2,6,11
"Tyrese Haliburton","Pacers","11",2022-12-01,401468478,4,13,1,6,0,0,4,10,2,0,2,9,33
"Buddy Hield","Pacers","11",2022-12-01,401468478,6,13,3,8,2,3,4,1,0,0,1,17,22
"Oshae Brissett","Pacers","11",2022-12-01,401468478,2,4,0,1,4,5,5,0,1,0,1,8,14
"Terry Taylor","Pacers","11",2022-12-01,401468478,0,2,0,0,0,0,2,0,0,0,2,0,-4
"Aaron Nesmith","Pacers","11",2022-12-01,401468478,3,10,2,5,0,0,4,1,1,1,1,8,18
"Isaiah Jackson","Pacers","11",2022-12-01,401468478,1,5,0,0,3,4,6,2,0,0,0,5,11
"Goga Bitadze","Pacers","11",2022-12-01,401468478,3,4,1,1,1,2,2,0,0,0,0,8,12
"T.J. McConnell","Pacers","11",2022-12-01,401468478,2,6,1,1,0,0,4,10,3,0,2,5,36
"Bennedict Mathurin","Pacers","11",2022-12-01,401468478,6,17,0,4,10,11,2,0,1,0,2,22,18
"Domantas Sabonis","Kings","23",2022-12-01,401468478,5,9,1,2,0,0,10,7,1,0,3,11,35
"Harrison Barnes","Kings","23",2022-12-01,401468478,6,9,1,4,9,10,5,2,2,0,1,22,40
"Keegan Murray","Kings","23",2022-12-01,401468478,4,12,2,9,4,4,6,0,0,0,3,14,12
"De'Aaron Fox","Kings","23",2022-12-01,401468478,7,11,1,1,4,5,5,6,0,0,3,19,33
"Kevin Huerter","Kings","23",2022-12-01,401468478,5,10,2,6,1,2,5,0,0,0,0,13,19
"Chimezie Metu","Kings","23",2022-12-01,401468478,4,7,0,1,0,0,8,1,0,1,0,8,23
"KZ Okpala","Kings","23",2022-12-01,401468478,1,1,1,1,0,0,4,1,1,1,1,3,17
"Alex Len","Kings","23",2022-12-01,401468478,2,3,0,0,0,0,5,1,0,0,0,4,12
"Richaun Holmes","Kings","23",2022-12-01,401468478,0,2,0,1,0,0,1,0,0,0,0,0,-1
"Matthew Dellavedova","Kings","23",2022-12-01,401468478,0,3,0,1,0,0,0,0,0,0,1,0,-5
"Davion Mitchell","Kings","23",2022-12-01,401468478,3,6,2,3,0,0,1,2,1,2,1,8,25
"Terence Davis","Kings","23",2022-12-01,401468478,5,13,3,8,2,2,4,2,1,1,1,15,29
"Malik Monk","Kings","23",2022-12-01,401468478,6,9,3,6,5,6,4,6,2,0,4,20,41
"Jabari Smith Jr.","Rockets","10",2022-12-01,401468475,5,12,3,6,0,0,4,2,1,1,1,13,28
"Alperen Sengun","Rockets","10",2022-12-01,401468475,8,12,0,2,2,2,11,1,0,0,2,18,31
"Eric Gordon","Rockets","10",2022-12-01,401468475,1,4,0,3,0,0,0,0,0,0,3,2,-6
"Kevin Porter Jr.","Rockets","10",2022-12-01,401468475,8,18,5,7,2,2,6,5,1,0,3,23,40
"Jalen Green","Rockets","10",2022-12-01,401468475,6,16,1,7,3,5,3,3,0,0,2,16,16
"Bruno Fernando","Rockets","10",2022-12-01,401468475,0,2,0,0,2,2,2,0,0,2,0,2,10
"Usman Garuba","Rockets","10",2022-12-01,401468475,1,3,0,2,0,1,2,1,1,2,1,2,14
"Kenyon Martin Jr.","Rockets","10",2022-12-01,401468475,1,3,0,1,1,2,2,2,0,0,0,3,7
"Tari Eason","Rockets","10",2022-12-01,401468475,0,5,0,4,4,4,5,2,1,1,0,4,16
"Garrison Mathews","Rockets","10",2022-12-01,401468475,2,4,2,4,0,0,1,0,0,0,0,6,9
"Josh Christopher","Rockets","10",2022-12-01,401468475,2,2,0,0,0,0,0,0,1,0,1,4,8
"Daishen Nix","Rockets","10",2022-12-01,401468475,3,7,1,5,0,0,3,2,0,0,1,7,12
"Aaron Gordon","Nuggets","7",2022-12-01,401468475,7,12,2,4,4,7,6,2,0,1,1,20,33
"Bruce Brown","Nuggets","7",2022-12-01,401468475,6,13,4,7,2,2,5,4,2,0,1,18,40
"Nikola Jokic","Nuggets","7",2022-12-01,401468475,7,9,2,3,1,1,9,12,1,1,4,17,57
"Jamal Murray","Nuggets","7",2022-12-01,401468475,9,15,4,6,4,5,4,2,0,0,0,26,40
"Kentavious Caldwell-Pope","Nuggets","7",2022-12-01,401468475,2,7,1,3,0,0,1,2,2,1,1,5,18
"Zeke Nnaji","Nuggets","7",2022-12-01,401468475,0,0,0,0,0,0,1,0,0,0,1,0,-1
"Jack White","Nuggets","7",2022-12-01,401468475,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vlatko Cancar","Nuggets","7",2022-12-01,401468475,5,6,3,4,0,0,5,0,0,0,1,13,23
"DeAndre Jordan","Nuggets","7",2022-12-01,401468475,3,4,0,0,2,3,6,1,0,2,2,8,21
"Ish Smith","Nuggets","7",2022-12-01,401468475,3,10,0,1,0,0,2,7,0,2,0,6,26
"Davon Reed","Nuggets","7",2022-12-01,401468475,2,6,1,4,2,2,2,0,1,1,0,7,16
"Christian Braun","Nuggets","7",2022-12-01,401468475,0,1,0,0,0,0,1,0,0,0,0,0,0
"Patrick Williams","Bulls","4",2022-12-01,401468476,0,8,0,3,2,2,3,1,0,1,0,2,3
"DeMar DeRozan","Bulls","4",2022-12-01,401468476,11,17,0,1,7,8,7,4,0,1,2,29,48
"Nikola Vucevic","Bulls","4",2022-12-01,401468476,5,9,1,3,6,7,8,1,2,1,2,17,36
"Zach LaVine","Bulls","4",2022-12-01,401468476,7,15,1,6,6,7,4,7,0,0,1,21,36
"Ayo Dosunmu","Bulls","4",2022-12-01,401468476,5,8,0,1,1,1,2,1,0,0,2,11,13
"Dalen Terry","Bulls","4",2022-12-01,401468476,0,1,0,1,0,0,0,0,0,0,0,0,-1
"Javonte Green","Bulls","4",2022-12-01,401468476,1,1,0,0,0,0,0,0,0,0,0,2,3
"Derrick Jones Jr.","Bulls","4",2022-12-01,401468476,1,2,0,1,0,0,1,0,1,1,0,2,11
"Andre Drummond","Bulls","4",2022-12-01,401468476,2,2,0,0,0,0,7,2,1,2,1,4,27
"Tony Bradley","Bulls","4",2022-12-01,401468476,1,2,0,0,0,0,1,0,1,0,0,2,7
"Goran Dragic","Bulls","4",2022-12-01,401468476,2,5,0,3,1,3,0,1,0,0,2,5,0
"Coby White","Bulls","4",2022-12-01,401468476,2,5,0,2,0,0,1,2,0,0,1,4,6
"Alex Caruso","Bulls","4",2022-12-01,401468476,4,7,2,4,4,5,1,2,0,0,0,14,21
"Torrey Craig","Suns","21",2022-12-01,401468476,3,7,1,4,0,0,4,0,0,0,0,7,11
"Mikal Bridges","Suns","21",2022-12-01,401468476,3,13,0,4,2,2,4,3,0,2,0,8,19
"Deandre Ayton","Suns","21",2022-12-01,401468476,11,17,0,1,8,9,14,3,0,2,1,30,60
"Cameron Payne","Suns","21",2022-12-01,401468476,3,10,2,3,0,0,5,6,1,1,3,8,25
"Devin Booker","Suns","21",2022-12-01,401468476,20,25,6,7,5,6,4,6,1,0,2,51,87
"Ish Wainright","Suns","21",2022-12-01,401468476,0,1,0,1,0,0,1,1,0,0,0,0,2
"Josh Okogie","Suns","21",2022-12-01,401468476,0,0,0,0,0,0,1,0,0,0,0,0,1
"Bismack Biyombo","Suns","21",2022-12-01,401468476,0,2,0,0,0,0,2,0,0,0,1,0,-2
"Jock Landale","Suns","21",2022-12-01,401468476,1,3,0,1,2,2,3,1,0,0,3,4,2
"Duane Washington Jr.","Suns","21",2022-12-01,401468476,0,2,0,2,0,0,0,0,0,0,1,0,-4
"Damion Lee","Suns","21",2022-12-01,401468476,4,6,2,3,2,2,5,1,0,0,1,12,21
"Landry Shamet","Suns","21",2022-12-01,401468476,4,7,4,7,0,0,3,1,1,0,1,12,24
"Marcus Morris Sr.","Clippers","12",2022-12-01,401468477,3,11,1,2,3,5,5,1,1,2,1,10,21
"Ivica Zubac","Clippers","12",2022-12-01,401468477,5,7,0,0,2,2,7,0,0,1,2,12,22
"Reggie Jackson","Clippers","12",2022-12-01,401468477,5,10,2,6,3,4,1,3,2,0,2,15,27
"Terance Mann","Clippers","12",2022-12-01,401468477,2,5,1,2,0,2,1,1,3,0,1,5,16
"Amir Coffey","Clippers","12",2022-12-01,401468477,1,4,1,3,2,2,1,1,0,1,1,5,9
"Nicolas Batum","Clippers","12",2022-12-01,401468477,2,4,2,3,2,3,2,1,0,1,0,8,17
"Robert Covington","Clippers","12",2022-12-01,401468477,3,9,2,7,0,0,6,2,1,0,0,8,21
"Moussa Diabate","Clippers","12",2022-12-01,401468477,4,8,0,0,3,3,8,0,0,0,0,11,19
"Moses Brown","Clippers","12",2022-12-01,401468477,0,2,0,0,0,0,3,0,1,0,0,0,5
"John Wall","Clippers","12",2022-12-01,401468477,7,19,0,5,12,13,2,5,0,0,2,26,28
"Jason Preston","Clippers","12",2022-12-01,401468477,1,2,0,0,0,0,1,1,0,0,0,2,5
"Brandon Boston Jr.","Clippers","12",2022-12-01,401468477,4,12,1,2,1,2,2,1,1,0,1,10,12
"Kelly Olynyk","Jazz","26",2022-12-01,401468477,4,7,1,2,3,4,7,3,1,3,2,12,38
"Lauri Markkanen","Jazz","26",2022-12-01,401468477,7,11,4,7,5,5,9,2,0,0,1,23,41
"Jarred Vanderbilt","Jazz","26",2022-12-01,401468477,7,10,0,1,0,0,12,2,2,0,1,14,40
"Jordan Clarkson","Jazz","26",2022-12-01,401468477,10,18,5,9,8,11,4,5,0,0,3,33,45
"Collin Sexton","Jazz","26",2022-12-01,401468477,8,14,1,2,4,5,6,6,0,0,6,21,29
"Simone Fontecchio","Jazz","26",2022-12-01,401468477,1,3,1,2,0,0,1,1,0,0,0,3,6
"Udoka Azubuike","Jazz","26",2022-12-01,401468477,0,0,0,0,0,0,0,1,0,0,0,0,2
"Walker Kessler","Jazz","26",2022-12-01,401468477,2,3,0,0,1,3,4,0,0,4,1,5,22
"Malik Beasley","Jazz","26",2022-12-01,401468477,1,9,1,7,0,0,2,3,1,0,1,3,7
"Nickeil Alexander-Walker","Jazz","26",2022-12-01,401468477,5,7,1,2,0,0,1,0,0,0,1,11,14
"Leandro Bolmaro","Jazz","26",2022-12-01,401468477,0,0,0,0,0,0,0,1,0,0,1,0,0
"Ochai Agbaji","Jazz","26",2022-12-01,401468477,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jaren Jackson Jr.","Grizzlies","29",2022-12-01,401468472,5,10,1,4,5,6,11,0,0,2,4,16,27
"Dillon Brooks","Grizzlies","29",2022-12-01,401468472,4,14,0,4,4,7,6,3,2,0,5,12,13
"Steven Adams","Grizzlies","29",2022-12-01,401468472,3,8,0,1,2,2,12,2,1,1,0,8,30
"Ja Morant","Grizzlies","29",2022-12-01,401468472,8,20,2,4,6,11,5,6,2,0,7,24,28
"John Konchar","Grizzlies","29",2022-12-01,401468472,3,7,1,5,0,0,9,2,1,0,1,7,22
"Brandon Clarke","Grizzlies","29",2022-12-01,401468472,2,5,0,0,0,2,2,1,0,1,2,4,5
"Santi Aldama","Grizzlies","29",2022-12-01,401468472,2,5,0,1,0,0,3,2,0,0,1,4,8
"Tyus Jones","Grizzlies","29",2022-12-01,401468472,5,10,2,3,1,2,6,1,0,0,2,13,18
"David Roddy","Grizzlies","29",2022-12-01,401468472,5,8,3,4,0,0,5,0,1,0,2,13,23
"Kyle Anderson","Timberwolves","16",2022-12-01,401468472,3,11,2,4,2,2,6,5,1,1,1,10,29
"Rudy Gobert","Timberwolves","16",2022-12-01,401468472,4,5,0,0,1,2,1,0,1,1,4,9,12
"D'Angelo Russell","Timberwolves","16",2022-12-01,401468472,6,16,2,7,1,3,5,10,2,0,2,15,40
"Anthony Edwards","Timberwolves","16",2022-12-01,401468472,10,18,2,6,7,7,3,5,5,3,1,29,76
"Wendell Moore Jr.","Timberwolves","16",2022-12-01,401468472,3,6,1,3,0,0,3,2,1,1,0,7,23
"Naz Reid","Timberwolves","16",2022-12-01,401468472,3,8,0,5,1,2,3,1,1,5,1,7,31
"Austin Rivers","Timberwolves","16",2022-12-01,401468472,2,4,1,3,1,1,3,1,0,0,1,6,10
"Bryn Forbes","Timberwolves","16",2022-12-01,401468472,1,2,0,1,0,0,0,0,0,0,1,2,0
"Jaylen Nowell","Timberwolves","16",2022-12-01,401468472,9,19,4,10,2,2,5,2,2,0,1,24,42
"Thaddeus Young","Raptors","28",2022-12-01,401468473,1,2,0,0,0,0,1,1,1,0,0,2,9
"Pascal Siakam","Raptors","28",2022-12-01,401468473,9,16,1,2,4,5,6,4,2,2,5,23,45
"O.G. Anunoby","Raptors","28",2022-12-01,401468473,5,11,1,3,1,1,5,3,1,1,4,12,23
"Scottie Barnes","Raptors","28",2022-12-01,401468473,1,7,1,5,1,2,1,5,1,1,3,4,12
"Fred VanVleet","Raptors","28",2022-12-01,401468473,1,8,0,7,0,0,6,6,1,0,2,2,14
"Chris Boucher","Raptors","28",2022-12-01,401468473,2,6,0,3,2,4,2,0,1,1,0,6,12
"Juancho Hernangomez","Raptors","28",2022-12-01,401468473,4,6,1,3,0,0,3,3,0,0,0,9,21
"Christian Koloko","Raptors","28",2022-12-01,401468473,3,3,0,0,0,0,2,0,0,2,0,6,19
"Khem Birch","Raptors","28",2022-12-01,401468473,1,1,0,0,0,0,0,0,0,0,1,2,1
"Malachi Flynn","Raptors","28",2022-12-01,401468473,0,1,0,1,0,0,0,2,0,0,0,0,3
"Jeff Dowtin Jr.","Raptors","28",2022-12-01,401468473,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dalano Banton","Raptors","28",2022-12-01,401468473,3,7,1,3,0,0,3,4,2,0,0,7,26
"Gary Trent Jr.","Raptors","28",2022-12-01,401468473,12,20,6,11,5,7,1,1,3,0,1,35,56
"Zion Williamson","Pelicans","3",2022-12-01,401468473,12,15,0,0,9,12,10,5,4,2,4,33,75
"Herbert Jones","Pelicans","3",2022-12-01,401468473,4,9,2,5,2,2,4,1,0,0,2,12,15
"Jonas Valanciunas","Pelicans","3",2022-12-01,401468473,6,12,2,5,2,2,13,3,0,0,3,16,31
"Jose Alvarado","Pelicans","3",2022-12-01,401468473,1,4,0,1,2,2,2,5,2,0,2,4,18
"Trey Murphy III","Pelicans","3",2022-12-01,401468473,8,17,6,12,4,4,5,1,1,1,2,26,42
"Larry Nance Jr.","Pelicans","3",2022-12-01,401468473,4,7,2,2,0,0,5,1,1,1,2,10,24
"Garrett Temple","Pelicans","3",2022-12-01,401468473,2,3,1,1,0,0,1,0,1,0,1,5,10
"Willy Hernangomez","Pelicans","3",2022-12-01,401468473,2,4,0,0,0,0,3,1,0,0,2,4,5
"Devonte' Graham","Pelicans","3",2022-12-01,401468473,0,6,0,5,2,2,1,2,0,0,1,2,-1
"Dyson Daniels","Pelicans","3",2022-12-01,401468473,6,9,1,2,1,2,8,9,1,0,1,14,45
"Zach Collins","Spurs","24",2022-12-01,401468474,4,6,1,3,0,0,6,3,1,0,3,9,22
"Keita Bates-Diop","Spurs","24",2022-12-01,401468474,5,10,0,0,1,1,3,0,0,1,0,11,18
"Keldon Johnson","Spurs","24",2022-12-01,401468474,5,22,4,13,5,8,7,6,0,0,1,19,25
"Tre Jones","Spurs","24",2022-12-01,401468474,6,14,0,3,3,3,4,5,1,0,3,15,25
"Devin Vassell","Spurs","24",2022-12-01,401468474,7,13,3,6,8,9,7,3,1,0,1,25,43
"Isaiah Roby","Spurs","24",2022-12-01,401468474,2,6,0,3,0,0,5,2,1,1,1,4,17
"Alize Johnson","Spurs","24",2022-12-01,401468474,1,1,0,0,0,0,3,0,0,0,0,2,6
"Doug McDermott","Spurs","24",2022-12-01,401468474,2,5,1,4,0,0,1,4,0,0,0,5,14
"Romeo Langford","Spurs","24",2022-12-01,401468474,6,9,1,2,1,2,8,1,0,0,1,14,25
"Malaki Branham","Spurs","24",2022-12-01,401468474,3,6,0,3,1,2,0,3,1,0,0,7,16
"Jeremiah Robinson-Earl","Thunder","25",2022-12-01,401468474,2,5,1,3,2,2,5,1,0,0,0,7,14
"Jalen Williams","Thunder","25",2022-12-01,401468474,11,15,2,3,3,5,6,2,0,0,3,27,38
"Aleksej Pokusevski","Thunder","25",2022-12-01,401468474,2,9,0,2,1,2,7,1,0,1,2,5,8
"Luguentz Dort","Thunder","25",2022-12-01,401468474,7,15,3,7,6,6,1,4,0,2,2,23,38
"Josh Giddey","Thunder","25",2022-12-01,401468474,7,18,0,1,0,0,14,5,2,0,0,14,42
"Darius Bazley","Thunder","25",2022-12-01,401468474,0,1,0,0,1,2,3,0,0,1,1,1,4
"Ousmane Dieng","Thunder","25",2022-12-01,401468474,5,6,0,1,0,2,7,1,0,0,0,10,21
"Kenrich Williams","Thunder","25",2022-12-01,401468474,4,5,0,0,1,2,5,0,0,0,0,9,16
"Tre Mann","Thunder","25",2022-12-01,401468474,7,13,2,5,0,0,3,1,2,0,3,16,26
"Isaiah Joe","Thunder","25",2022-12-01,401468474,2,5,1,4,0,0,1,2,0,0,0,5,10
"Aaron Wiggins","Thunder","25",2022-12-01,401468474,1,2,0,1,0,0,0,0,0,0,0,2,2
"Caleb Martin","Heat","14",2022-12-01,401468469,4,9,2,5,0,0,6,1,0,0,2,10,15
"Bam Adebayo","Heat","14",2022-12-01,401468469,10,19,1,1,2,2,6,5,2,0,5,23,39
"Kyle Lowry","Heat","14",2022-12-01,401468469,6,14,1,6,1,1,4,5,0,0,3,14,21
"Tyler Herro","Heat","14",2022-12-01,401468469,9,17,2,6,2,2,6,9,0,1,4,22,45
"Max Strus","Heat","14",2022-12-01,401468469,7,12,5,10,4,4,1,2,1,0,0,23,39
"Udonis Haslem","Heat","14",2022-12-01,401468469,0,2,0,1,0,0,1,0,1,0,0,0,3
"Duncan Robinson","Heat","14",2022-12-01,401468469,1,1,1,1,0,0,0,0,3,0,0,3,17
"Haywood Highsmith","Heat","14",2022-12-01,401468469,6,9,4,6,0,0,8,2,0,2,0,16,43
"Gabe Vincent","Heat","14",2022-12-01,401468469,4,7,2,4,0,0,0,1,1,0,1,10,17
"Jayson Tatum","Celtics","2",2022-12-01,401468469,15,25,8,12,11,12,11,3,2,0,1,49,84
"Al Horford","Celtics","2",2022-12-01,401468469,2,4,2,4,0,0,6,5,1,0,0,6,28
"Marcus Smart","Celtics","2",2022-12-01,401468469,3,7,2,3,2,2,5,9,1,0,3,10,32
"Derrick White","Celtics","2",2022-12-01,401468469,6,10,3,7,0,1,1,5,1,0,3,15,28
"Jaylen Brown","Celtics","2",2022-12-01,401468469,10,18,1,6,5,6,7,5,0,0,6,26,33
"Grant Williams","Celtics","2",2022-12-01,401468469,1,4,1,4,0,0,4,3,1,0,0,3,16
"Sam Hauser","Celtics","2",2022-12-01,401468469,0,2,0,2,0,0,0,1,1,0,0,0,4
"Luke Kornet","Celtics","2",2022-12-01,401468469,2,3,0,0,0,0,1,0,0,0,0,4,6
"Malcolm Brogdon","Celtics","2",2022-12-01,401468469,7,10,5,7,2,2,6,1,0,0,4,21,30
"Kyle Kuzma","Wizards","27",2022-12-01,401468470,10,25,2,8,3,4,4,3,0,1,1,25,33
"Deni Avdija","Wizards","27",2022-12-01,401468470,3,7,0,1,1,2,5,3,1,1,0,7,24
"Kristaps Porzingis","Wizards","27",2022-12-01,401468470,8,14,2,3,9,14,19,0,1,2,2,27,53
"Monte Morris","Wizards","27",2022-12-01,401468470,2,6,0,1,0,0,4,3,1,0,2,4,12
"Bradley Beal","Wizards","27",2022-12-01,401468470,9,20,1,6,6,9,5,6,0,0,5,25,28
"Anthony Gill","Wizards","27",2022-12-01,401468470,0,1,0,1,0,0,0,0,0,0,0,0,-1
"Will Barton","Wizards","27",2022-12-01,401468470,1,4,0,0,0,0,0,1,1,0,1,2,4
"Corey Kispert","Wizards","27",2022-12-01,401468470,3,5,1,3,1,2,2,0,0,1,1,8,13
"Daniel Gafford","Wizards","27",2022-12-01,401468470,2,2,0,0,0,0,7,0,2,0,1,4,19
"Jordan Goodwin","Wizards","27",2022-12-01,401468470,1,5,0,1,3,3,5,3,0,0,1,5,11
"Kevin Durant","Nets","17",2022-12-01,401468470,13,20,2,3,11,11,5,5,0,1,1,39,64
"Royce O'Neale","Nets","17",2022-12-01,401468470,2,9,1,5,3,3,8,7,1,1,1,8,32
"Nic Claxton","Nets","17",2022-12-01,401468470,3,6,0,0,1,2,8,1,0,2,0,7,24
"Joe Harris","Nets","17",2022-12-01,401468470,5,10,4,6,0,0,5,1,3,0,1,14,35
"Kyrie Irving","Nets","17",2022-12-01,401468470,9,21,2,6,7,8,1,5,1,2,2,27,44
"Markieff Morris","Nets","17",2022-12-01,401468470,1,3,0,0,0,0,0,1,0,0,0,2,3
"Edmond Sumner","Nets","17",2022-12-01,401468470,3,6,2,4,0,0,1,0,2,0,0,8,19
"Seth Curry","Nets","17",2022-12-01,401468470,1,4,0,1,0,0,6,1,1,0,3,2,6
"Cam Thomas","Nets","17",2022-12-01,401468470,2,5,0,1,2,2,1,1,0,1,1,6,10
"Giannis Antetokounmpo","Bucks","15",2022-12-01,401468471,13,25,2,8,9,12,13,7,0,1,3,37,62
"Brook Lopez","Bucks","15",2022-12-01,401468471,2,8,1,5,4,4,6,1,0,2,0,9,22
"Jrue Holiday","Bucks","15",2022-12-01,401468471,9,19,2,5,2,2,6,5,2,2,1,22,53
"Jevon Carter","Bucks","15",2022-12-01,401468471,1,2,1,1,0,0,3,2,0,1,0,3,15
"Grayson Allen","Bucks","15",2022-12-01,401468471,4,9,1,4,2,2,5,4,1,0,1,11,26
"Bobby Portis","Bucks","15",2022-12-01,401468471,4,10,1,2,1,2,12,3,0,0,0,10,26
"George Hill","Bucks","15",2022-12-01,401468471,2,3,0,1,1,2,2,1,0,0,0,5,9
"Wesley Matthews","Bucks","15",2022-12-01,401468471,0,1,0,1,2,2,1,0,0,0,0,2,2
"Pat Connaughton","Bucks","15",2022-12-01,401468471,4,13,2,8,0,0,4,0,0,0,0,10,11
"AJ Green","Bucks","15",2022-12-01,401468471,0,0,0,0,0,0,0,0,0,0,0,0,0
"Julius Randle","Knicks","18",2022-12-01,401468471,8,24,1,8,1,1,8,5,0,0,1,18,27
"Mitchell Robinson","Knicks","18",2022-12-01,401468471,7,9,0,0,1,2,20,1,0,1,0,15,45
"Jalen Brunson","Knicks","18",2022-12-01,401468471,8,22,0,4,1,4,5,5,1,1,1,17,29
"RJ Barrett","Knicks","18",2022-12-01,401468471,8,15,2,4,8,9,2,3,0,0,3,26,30
"Quentin Grimes","Knicks","18",2022-12-01,401468471,3,7,1,4,0,0,5,0,0,0,0,7,12
"Obi Toppin","Knicks","18",2022-12-01,401468471,2,5,2,5,1,2,3,0,0,0,1,7,8
